,NORMAL_STATUS,WATER_PHYSICAL,NORMAL_PHYSICAL,POISON_PHYSICAL,WATER_SPECIAL,PSYCHIC_STATUS,FIGHTING_PHYSICAL,DARK_PHYSICAL,FLYING_SPECIAL,ELECTRIC_STATUS,BUG_PHYSICAL,ICE_STATUS,DARK_SPECIAL,FLYING_STATUS,ROCK_PHYSICAL,STEEL_PHYSICAL,PSYCHIC_SPECIAL,GRASS_SPECIAL,FIRE_SPECIAL,ICE_SPECIAL,ELECTRIC_SPECIAL,POISON_STATUS,ROCK_STATUS,GROUND_PHYSICAL,ICE_PHYSICAL,DRAGON_SPECIAL,GRASS_STATUS,PSYCHIC_PHYSICAL,GHOST_SPECIAL,FIRE_STATUS,DARK_STATUS,GROUND_SPECIAL
water_grass&fighting,124,148,79,0,23,-6,122,3,63,198,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&poison_ghost&dark,115,111,111,18,-5,96,114,112,132,151,67,0,0,0,0,40,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
fighting_normal,26,89,77,112,7,195,91,84,121,285,22,0,0,0,0,37,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0
fighting_dark&ice,41,139,132,81,37,8,126,46,267,221,33,0,0,0,0,148,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
fighting_psychic,30,58,107,-43,13,95,89,21,156,191,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal&flying_steel&psychic,0,70,153,126,83,191,133,30,74,122,183,0,0,0,0,22,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0
water_fire&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_ice&ground,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_normal,61,70,82,100,-26,125,153,72,150,83,41,0,0,0,0,77,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
normal&flying_water&dragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal&flying_kingdra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal&flying_steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bug&fighting_grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bug&fighting_water&dragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_psychic,-16,8,47,74,46,103,154,68,148,114,73,0,0,0,0,161,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
rock&flying_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock&flying_dark&ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock&flying_ghost&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_psychic&grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_poison&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_psychic&grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_steel&psychic,-15,59,158,70,27,-35,137,85,145,128,60,0,0,0,0,102,0,0,146,0,0,53,-5,5,83,0,94,0,51,-43,17,0
rock&dark_dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock&dark_ground&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock&dark_psychic&grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock&dark_dark&ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_psychic&grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_poison&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_dark&ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice&ground_dark&ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice&ground_ground&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&dragon_dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&dragon_poison&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_ghost&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_ghost&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_dark&ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&dragon_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&dragon_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_dark&ice,98,120,82,-4,0,54,123,34,134,186,14,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&fighting_dark&ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_dark&ice,-46,10,56,35,11,2,128,109,209,166,80,0,0,0,0,-6,0,0,68,0,0,76,13,-40,-22,0,126,0,102,-19,-17,0
steel&psychic_ground&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock&flying_dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_water,-33,29,58,95,92,35,59,47,72,102,55,0,0,0,0,91,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0
water_fighting,12,43,25,116,-2,21,86,1,61,94,0,0,0,0,0,63,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
water_bug&fighting,28,82,60,40,25,33,135,-8,57,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_bug&fighting,-44,40,98,30,12,-96,82,-15,123,23,-48,0,0,0,0,12,0,0,12,0,0,29,-3,-10,-25,0,97,0,37,-5,0,0
steel&psychic_normal&flying,-33,-7,7,-7,32,-65,107,76,150,60,-48,0,0,0,0,-18,0,0,104,0,0,78,-44,-61,-8,0,4,0,-31,3,-30,0
steel&psychic_water,-57,26,-36,-3,-43,48,107,-5,68,65,-32,0,0,0,0,-167,0,0,138,0,0,71,-15,-89,-12,0,118,0,57,-38,0,0
psychic&fighting_normal&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&fighting_fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&fighting_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock&flying_water&poison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&poison_steel&psychic,-8,62,75,38,25,161,106,122,173,204,27,0,0,0,0,137,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
water&poison_fighting,-30,-5,110,-2,-36,7,100,19,123,143,37,0,0,0,0,93,0,0,0,0,0,0,0,-37,0,0,0,0,0,0,0,0
rock&dark_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass&fighting_grass&fighting,-34,0,197,0,0,-7,122,87,0,0,23,0,0,0,0,0,0,0,211,0,0,41,17,0,72,0,151,0,8,58,29,0
steel&psychic_grass&fighting,15,104,170,-18,55,38,202,15,271,181,126,0,0,0,0,30,0,0,126,0,0,-104,-30,-50,10,0,150,0,72,-16,0,0
ghost&dark_grass&fighting,-26,0,181,0,0,-52,181,37,0,0,159,0,0,0,0,0,0,0,141,0,0,-2,-82,0,71,0,116,0,22,0,-76,0
ghost&dark_dark&ice,11,0,107,0,0,-19,163,58,0,0,150,0,0,0,0,0,0,0,75,0,0,74,0,0,60,0,136,0,19,-62,103,0
dark&ice_dark&ice,-15,0,136,0,0,-27,162,67,0,0,15,0,0,0,0,0,0,0,110,0,0,54,0,0,50,0,56,0,-12,36,0,0
dark&ice_normal,-8,0,126,0,0,-66,48,-36,0,0,101,0,0,0,0,0,0,0,130,0,0,-9,0,0,-26,0,84,0,40,26,0,0
normal_normal,-20,0,143,0,0,-19,82,30,0,0,-39,0,0,0,0,0,0,0,24,0,0,-10,-70,0,67,0,179,0,7,-21,0,0
normal_ghost&dark,-27,0,124,0,0,140,183,100,0,0,113,0,0,0,0,0,0,0,60,0,0,79,55,0,8,0,149,0,38,14,-59,0
normal_steel&psychic,-53,0,88,0,0,-68,-24,109,0,0,19,0,0,0,0,0,0,0,80,0,0,-81,-32,0,18,0,200,0,-41,62,-78,0
normal_psychic,47,0,235,0,0,13,46,81,0,0,101,0,0,0,0,0,0,0,56,0,0,-6,0,0,69,0,58,0,61,-18,0,0
psychic_steel&psychic,0,0,117,0,0,-133,68,-55,0,0,4,0,0,0,0,0,0,0,99,0,0,-15,0,0,173,0,115,0,-23,54,-1,0
grass&fighting_water,-69,0,130,0,0,-25,148,32,0,0,52,0,0,0,0,0,0,0,17,0,0,96,-9,0,13,0,-42,0,1,-70,0,0
grass&fighting_water&poison,-34,0,148,0,0,35,80,-19,0,0,-32,0,0,0,0,0,0,0,-32,0,0,134,-12,0,37,0,-80,0,-18,64,0,0
